"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"GenomicState for Gencode v26 on hg38 coordinates","Gencode v26 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_26/gencode.v26.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v26_hg38_GenomicState.rda","Gencode:v26:hg38"
"TxDb for Gencode v27 on hg19 coordinates","Gencode v27 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/GRCh37_mapping/gencode.v27lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v27_hg19_txdb.sqlite","Gencode:v27:hg19"
"Annotated genes for Gencode v27 on hg19 coordinates","Gencode v27 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/GRCh37_mapping/gencode.v27lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v27_hg19_annotated_genes.rda","Gencode:v27:hg19"
"GenomicState for Gencode v27 on hg19 coordinates","Gencode v27 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/GRCh37_mapping/gencode.v27lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v27_hg19_GenomicState.rda","Gencode:v27:hg19"
"TxDb for Gencode v27 on hg38 coordinates","Gencode v27 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/gencode.v27.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v27_hg38_txdb.sqlite","Gencode:v27:hg38"
"Annotated genes for Gencode v27 on hg38 coordinates","Gencode v27 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/gencode.v27.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v27_hg38_annotated_genes.rda","Gencode:v27:hg38"
"GenomicState for Gencode v27 on hg38 coordinates","Gencode v27 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_27/gencode.v27.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v27_hg38_GenomicState.rda","Gencode:v27:hg38"
"TxDb for Gencode v28 on hg19 coordinates","Gencode v28 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/GRCh37_mapping/gencode.v28lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v28_hg19_txdb.sqlite","Gencode:v28:hg19"
"Annotated genes for Gencode v28 on hg19 coordinates","Gencode v28 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/GRCh37_mapping/gencode.v28lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v28_hg19_annotated_genes.rda","Gencode:v28:hg19"
"GenomicState for Gencode v28 on hg19 coordinates","Gencode v28 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/GRCh37_mapping/gencode.v28lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v28_hg19_GenomicState.rda","Gencode:v28:hg19"
"TxDb for Gencode v28 on hg38 coordinates","Gencode v28 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/gencode.v28.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v28_hg38_txdb.sqlite","Gencode:v28:hg38"
"Annotated genes for Gencode v28 on hg38 coordinates","Gencode v28 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/gencode.v28.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v28_hg38_annotated_genes.rda","Gencode:v28:hg38"
"GenomicState for Gencode v28 on hg38 coordinates","Gencode v28 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_28/gencode.v28.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v28_hg38_GenomicState.rda","Gencode:v28:hg38"
"TxDb for Gencode v29 on hg19 coordinates","Gencode v29 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/GRCh37_mapping/gencode.v29lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v29_hg19_txdb.sqlite","Gencode:v29:hg19"
"Annotated genes for Gencode v29 on hg19 coordinates","Gencode v29 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/GRCh37_mapping/gencode.v29lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v29_hg19_annotated_genes.rda","Gencode:v29:hg19"
"GenomicState for Gencode v29 on hg19 coordinates","Gencode v29 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/GRCh37_mapping/gencode.v29lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v29_hg19_GenomicState.rda","Gencode:v29:hg19"
"TxDb for Gencode v29 on hg38 coordinates","Gencode v29 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/gencode.v29.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v29_hg38_txdb.sqlite","Gencode:v29:hg38"
"Annotated genes for Gencode v29 on hg38 coordinates","Gencode v29 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/gencode.v29.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v29_hg38_annotated_genes.rda","Gencode:v29:hg38"
"GenomicState for Gencode v29 on hg38 coordinates","Gencode v29 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_29/gencode.v29.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v29_hg38_GenomicState.rda","Gencode:v29:hg38"
"TxDb for Gencode v30 on hg19 coordinates","Gencode v30 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/GRCh37_mapping/gencode.v30lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v30_hg19_txdb.sqlite","Gencode:v30:hg19"
"Annotated genes for Gencode v30 on hg19 coordinates","Gencode v30 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/GRCh37_mapping/gencode.v30lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v30_hg19_annotated_genes.rda","Gencode:v30:hg19"
"GenomicState for Gencode v30 on hg19 coordinates","Gencode v30 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/GRCh37_mapping/gencode.v30lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v30_hg19_GenomicState.rda","Gencode:v30:hg19"
"TxDb for Gencode v30 on hg38 coordinates","Gencode v30 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/gencode.v30.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v30_hg38_txdb.sqlite","Gencode:v30:hg38"
"Annotated genes for Gencode v30 on hg38 coordinates","Gencode v30 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/gencode.v30.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v30_hg38_annotated_genes.rda","Gencode:v30:hg38"
"GenomicState for Gencode v30 on hg38 coordinates","Gencode v30 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_30/gencode.v30.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v30_hg38_GenomicState.rda","Gencode:v30:hg38"
"TxDb for Gencode v31 on hg19 coordinates","Gencode v31 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/GRCh37_mapping/gencode.v31lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v31_hg19_txdb.sqlite","Gencode:v31:hg19"
